frame,dt,latency_ms,error_x,error_y,vel_forward,vel_yaw
31,0.428801,428.801,-223.2528,-216.719,-0.433438,-22.325278
32,0.411,411.0,-221.4615,-217.8497,-0.435699,-22.146148
33,0.411167,411.167,-219.6702,-218.9804,-0.437961,-21.967019
34,0.395128,395.128,-217.8789,-220.1111,-0.440222,-21.78789
35,0.411535,411.535,-252.5259,-226.6291,-0.453258,-25.252589
36,0.429764,429.764,-234.6953,-227.1454,-0.454291,-23.469527
37,0.428643,428.643,-234.6215,-228.6958,-0.457392,-23.46215
38,0.429019,429.019,-234.5477,-230.2462,-0.460492,-23.454774
39,0.396758,396.758,-234.474,-231.7966,-0.463593,-23.447397
40,0.44489,444.89,-234.4002,-233.347,-0.466694,-23.440021
41,0.412016,412.016,-282.9736,-227.2325,-0.454465,-28.297355
42,0.428115,428.115,-273.6457,-230.4304,-0.460861,-27.36457
43,0.442333,442.333,-291.5083,-227.9988,-0.455998,-29.150832
44,0.396129,396.129,-316.8814,-221.1185,-0.442237,-30.0
45,0.429036,429.036,-334.2192,-214.5441,-0.429088,-30.0
46,0.42749,427.49,-323.9657,-216.6788,-0.433358,-30.0
47,0.426954,426.954,-307.2276,-222.8414,-0.445683,-30.0
48,0.442599,442.599,-305.6187,-225.7361,-0.451472,-30.0
49,0.412424,412.424,-317.6517,-221.9703,-0.443941,-30.0
50,0.473965,473.965,-311.0814,-217.8919,-0.435784,-30.0
51,0.442759,442.759,-313.3586,-217.6504,-0.435301,-30.0
52,0.426675,426.675,-315.6358,-217.4089,-0.434818,-30.0
53,0.395766,395.766,-317.9131,-217.1675,-0.434335,-30.0
54,0.428714,428.714,-267.8299,-198.3849,-0.39677,-26.782992
55,0.381864,381.864,-279.5691,-192.0717,-0.384143,-27.956911
56,0.458479,458.479,-282.268,-189.3181,-0.378636,-28.226798
57,0.427986,427.986,-265.2994,-193.2833,-0.386567,-26.529941
58,0.412059,412.059,-262.3737,-191.4993,-0.382999,-26.237368
59,0.426478,426.478,-259.448,-189.7154,-0.379431,-25.944795
60,0.441245,441.245,-256.5222,-187.9315,-0.375863,-25.652222
61,0.393873,393.873,-253.5965,-186.1475,-0.372295,-25.359649
62,0.475957,475.957,-250.6708,-184.3636,-0.368727,-25.067077
63,0.491176,491.176,-247.745,-182.5797,-0.365159,-24.774504
64,0.413582,413.582,-244.8193,-180.7957,-0.361591,-24.481931
65,0.42816,428.16,-241.8936,-179.0118,-0.358024,-24.189358
66,0.412243,412.243,-238.9679,-177.2279,-0.354456,-23.896786
67,0.428022,428.022,-236.0421,-175.444,-0.350888,-23.604213
68,0.45905,459.05,-233.1164,-173.66,-0.34732,-23.31164
69,0.397079,397.079,-230.1907,-171.8761,-0.343752,-23.019067
70,0.413071,413.071,-227.2649,-170.0922,-0.340184,-22.726495
71,0.428243,428.243,-224.3392,-168.3082,-0.336616,-22.433922
72,0.411558,411.558,-221.4135,-166.5243,-0.333049,-22.141349
73,0.41112,411.12,-218.4878,-164.7404,-0.329481,-21.848776
74,0.441435,441.435,-215.562,-162.9564,-0.325913,-21.556203
75,0.413247,413.247,-212.6363,-161.1725,-0.322345,-21.263631
76,0.413244,413.244,-233.4351,-213.0587,-0.426117,-23.343507
77,0.427056,427.056,-231.7233,-214.0211,-0.428042,-23.172333
78,0.411685,411.685,-230.0116,-214.9835,-0.429967,-23.001158
79,0.427874,427.874,-228.2998,-215.9458,-0.431892,-22.829983
80,0.442654,442.654,-226.5881,-216.9082,-0.433816,-22.658809
81,0.412423,412.423,-224.8763,-217.8706,-0.435741,-22.487634
82,0.398285,398.285,-223.1646,-218.833,-0.437666,-22.316459
83,0.443046,443.046,-221.4528,-219.7953,-0.439591,-22.145284
84,0.429746,429.746,-268.2177,-215.6522,-0.431304,-26.821773
85,0.427316,427.316,-251.868,-221.5479,-0.443096,-25.186797
86,0.412393,412.393,-266.1746,-221.1308,-0.442262,-26.617457
87,0.409371,409.371,-286.6121,-217.9854,-0.435971,-28.661205
88,0.412222,412.222,-288.7628,-214.9488,-0.429898,-28.876281
89,0.462017,462.017,-277.8964,-207.0108,-0.414022,-27.78964
90,0.443244,443.244,-271.5436,-200.1332,-0.400266,-27.154355
91,0.397736,397.736,-270.4464,-198.6031,-0.397206,-27.044637
92,0.459148,459.148,-267.5842,-198.4812,-0.396962,-26.758421
93,0.443319,443.319,-266.4415,-198.5992,-0.397198,-26.644151
94,0.456414,456.414,-265.7708,-198.5869,-0.397174,-26.577077
95,0.442554,442.554,-265.652,-198.8173,-0.397635,-26.565203
96,0.428885,428.885,-266.1991,-198.526,-0.397052,-26.619905
97,0.42781,427.81,-266.253,-198.6364,-0.397273,-26.625299
98,0.427819,427.819,-266.6097,-198.5192,-0.397038,-26.660967
99,0.443282,443.282,-266.4059,-198.5981,-0.397196,-26.640589
100,0.443455,443.455,-266.8828,-198.4932,-0.396986,-26.688276
101,0.4124,412.4,-266.3699,-198.6359,-0.397272,-26.636989
102,0.381088,381.088,-265.9797,-198.8614,-0.397723,-26.597968
103,0.443789,443.789,-245.5608,-205.3557,-0.410711,-24.556084
104,0.444177,444.177,-243.1952,-205.741,-0.411482,-24.319524
105,0.42887,428.87,-254.1414,-209.2958,-0.418592,-25.414137
106,0.459893,459.893,-253.1386,-210.0055,-0.420011,-25.313855
107,0.429659,429.659,-252.1357,-210.7153,-0.421431,-25.213574
108,0.444424,444.424,-251.1329,-211.4251,-0.42285,-25.113292
109,0.426653,426.653,-285.6105,-211.666,-0.423332,-28.561052
110,0.445965,445.965,-309.3205,-207.3215,-0.414643,-30.0
111,0.428676,428.676,-295.626,-210.1777,-0.420355,-29.562596
112,0.413479,413.479,-280.6025,-213.8919,-0.427784,-28.060249
113,0.444118,444.118,-282.3156,-213.4457,-0.426891,-28.231561
114,0.42841,428.41,-287.1266,-212.1282,-0.424256,-28.712658
115,0.428132,428.132,-289.1374,-211.3388,-0.422678,-28.91374
116,0.427836,427.836,-290.0121,-211.361,-0.422722,-29.001214
117,0.395589,395.589,-291.4676,-210.9684,-0.421937,-29.14676
118,0.443507,443.507,-291.6594,-210.4537,-0.420907,-29.165939
119,0.428483,428.483,-291.4141,-210.3607,-0.420721,-29.141405
120,0.444931,444.931,-291.5584,-210.4382,-0.420876,-29.155839
121,0.42778,427.78,-291.1502,-210.0165,-0.420033,-29.115015
122,0.458294,458.294,-291.075,-210.0006,-0.420001,-29.107498
123,0.413743,413.743,-291.1306,-209.9548,-0.41991,-29.113061
124,0.445758,445.758,-290.1055,-209.7166,-0.419433,-29.010552
125,0.4283,428.3,-285.6105,-210.3678,-0.420736,-28.561053
126,0.429166,429.166,-256.7563,-213.8684,-0.427737,-25.67563
127,0.412322,412.322,-226.7369,-217.1509,-0.434302,-22.673687
128,0.444315,444.315,-224.5216,-218.9418,-0.437884,-22.452165
129,0.442468,442.468,-255.5115,-215.3232,-0.430646,-25.55115
130,0.427613,427.613,-292.9719,-207.0943,-0.414189,-29.297186
131,0.442974,442.974,-302.703,-204.0621,-0.408124,-30.0
132,0.427329,427.329,-305.5887,-203.281,-0.406562,-30.0
133,0.397421,397.421,-308.4743,-202.4999,-0.405,-30.0
134,0.491332,491.332,-311.36,-201.7188,-0.403438,-30.0
135,0.429933,429.933,-314.2456,-200.9378,-0.401876,-30.0
136,0.443545,443.545,-284.772,-208.5956,-0.417191,-28.477198
137,0.426591,426.591,-311.153,-201.4623,-0.402925,-30.0
138,0.44368,443.68,-306.854,-202.9793,-0.405959,-30.0
139,0.410958,410.958,-308.5574,-202.5331,-0.405066,-30.0
140,0.443249,443.249,-310.2608,-202.087,-0.404174,-30.0
141,0.397058,397.058,-311.9643,-201.6409,-0.403282,-30.0
142,0.445164,445.164,-313.6677,-201.1948,-0.40239,-30.0
143,0.443145,443.145,-315.3711,-200.7487,-0.401497,-30.0
144,0.428817,428.817,-317.0745,-200.3026,-0.400605,-30.0
145,0.426039,426.039,-318.778,-199.8565,-0.399713,-30.0
146,0.460974,460.974,-320.4814,-199.4104,-0.398821,-30.0
147,0.445501,445.501,-322.1848,-198.9643,-0.397929,-30.0
148,0.396226,396.226,-323.8882,-198.5182,-0.397036,-30.0
149,0.429745,429.745,-302.4772,-211.6591,-0.423318,-30.0
150,0.428524,428.524,-329.017,-206.1618,-0.412324,-30.0
151,0.412494,412.494,-338.7822,-203.7093,-0.407419,-30.0
152,0.442989,442.989,-338.2871,-203.3362,-0.406672,-30.0
153,0.427681,427.681,-338.8007,-202.3124,-0.404625,-30.0
154,0.428249,428.249,-339.355,-201.2178,-0.402436,-30.0
155,0.445443,445.443,-338.8809,-201.2841,-0.402568,-30.0
156,0.380307,380.307,-338.1374,-201.2785,-0.402557,-30.0
157,0.441987,441.987,-328.2931,-200.1253,-0.400251,-30.0
158,0.411189,411.189,-328.7554,-199.7005,-0.399401,-30.0
159,0.427067,427.067,-329.2178,-199.2757,-0.398551,-30.0
160,0.426929,426.929,-329.6801,-198.8509,-0.397702,-30.0
161,0.445362,445.362,-330.1424,-198.4261,-0.396852,-30.0
162,0.444133,444.133,-330.6048,-198.0012,-0.396002,-30.0
163,0.429302,429.302,-331.0671,-197.5764,-0.395153,-30.0
164,0.395748,395.748,-331.5295,-197.1516,-0.394303,-30.0
165,0.427102,427.102,-331.9918,-196.7268,-0.393454,-30.0
166,0.427767,427.767,-244.242,-222.6165,-0.445233,-24.424196
167,0.411928,411.928,-238.1262,-224.1539,-0.448308,-23.812623
168,0.428663,428.663,-232.0105,-225.6914,-0.451383,-23.201049
169,0.411474,411.474,-225.8948,-227.2289,-0.454458,-22.589476
170,0.412345,412.345,-219.779,-228.7664,-0.457533,-21.977903
171,0.443278,443.278,-213.6633,-230.3038,-0.460608,-21.36633
172,0.412899,412.899,-207.5476,-231.8413,-0.463683,-20.754757
173,0.425482,425.482,-201.4318,-233.3788,-0.466758,-20.143184
174,0.41144,411.44,-195.3161,-234.9163,-0.469833,-19.531611
175,0.411698,411.698,-189.2004,-236.4538,-0.472908,-18.920037
176,0.411533,411.533,-183.0846,-237.9912,-0.475982,-18.308464
177,0.428921,428.921,-176.9689,-239.5287,-0.479057,-17.696891
178,0.411869,411.869,-170.8532,-241.0662,-0.482132,-17.085318
179,0.428277,428.277,-164.7374,-242.6037,-0.485207,-16.473745
180,0.427559,427.559,-158.6217,-244.1412,-0.488282,-15.862172
181,0.442454,442.454,-152.506,-245.6786,-0.491357,-15.250599
182,0.459607,459.607,-249.3466,-211.4527,-0.422905,-24.934661
183,0.427511,427.511,-240.5033,-212.5305,-0.425061,-24.050334
184,0.42923,429.23,-251.5431,-211.3599,-0.42272,-25.154313
185,0.45986,459.86,-251.9639,-210.9572,-0.421914,-25.196385
186,0.428185,428.185,-252.3846,-210.5544,-0.421109,-25.238457
187,0.443565,443.565,-252.8053,-210.1517,-0.420303,-25.280529
188,0.458664,458.664,-262.3003,-210.7536,-0.421507,-26.230034
189,0.442431,442.431,-263.7653,-210.4665,-0.420933,-26.376526
190,0.428741,428.741,-265.2302,-210.1793,-0.420359,-26.523019
191,0.426758,426.758,-266.6951,-209.8922,-0.419784,-26.669511
192,0.428739,428.739,-244.0453,-218.6192,-0.437238,-24.404534
193,0.428714,428.714,-243.1226,-219.2246,-0.438449,-24.312262
194,0.411458,411.458,-242.1999,-219.83,-0.43966,-24.21999
195,0.428216,428.216,-241.2772,-220.4353,-0.440871,-24.127718
196,0.411313,411.313,-240.3545,-221.0407,-0.442081,-24.035446
197,0.426567,426.567,-239.4317,-221.6461,-0.443292,-23.943174
198,0.42641,426.41,-238.509,-222.2515,-0.444503,-23.850903
199,0.412575,412.575,-237.5863,-222.8568,-0.445714,-23.758631
200,0.428322,428.322,-236.6636,-223.4622,-0.446924,-23.666359
201,0.459988,459.988,-235.7409,-224.0676,-0.448135,-23.574087
202,0.444142,444.142,-234.8182,-224.6729,-0.449346,-23.481815
203,0.413594,413.594,-233.8954,-225.2783,-0.450557,-23.389543
204,0.430012,430.012,-232.9727,-225.8837,-0.451767,-23.297272
205,0.523956,523.956,-232.05,-226.4891,-0.452978,-23.205
206,0.445133,445.133,-322.7766,-198.4193,-0.396839,-30.0
207,0.443468,443.468,-327.338,-197.3088,-0.394618,-30.0
208,0.459814,459.814,-331.8994,-196.1983,-0.392397,-30.0
209,0.427297,427.297,-336.4608,-195.0878,-0.390176,-30.0
210,0.396595,396.595,-341.0223,-193.9773,-0.387955,-30.0
211,0.443786,443.786,-345.5837,-192.8668,-0.385734,-30.0
212,0.444048,444.048,-350.1451,-191.7563,-0.383513,-30.0
213,0.425844,425.844,-354.7065,-190.6458,-0.381292,-30.0
214,0.427214,427.214,-359.2679,-189.5353,-0.379071,-30.0
215,0.441941,441.941,-363.8293,-188.4248,-0.37685,-30.0
216,0.395255,395.255,-368.3907,-187.3143,-0.374629,-30.0
217,0.411517,411.517,-372.9522,-186.2038,-0.372408,-30.0
218,0.396935,396.935,-377.5136,-185.0933,-0.370187,-30.0
219,0.377775,377.775,-382.075,-183.9828,-0.367966,-30.0
220,0.383738,383.738,-386.6364,-182.8723,-0.365745,-30.0
221,0.379775,379.775,-391.1978,-181.7618,-0.363524,-30.0
222,0.397097,397.097,-395.7592,-180.6513,-0.361303,-30.0
223,0.397209,397.209,-400.3206,-179.5408,-0.359082,-30.0
224,0.413002,413.002,-404.8821,-178.4303,-0.356861,-30.0
225,0.38186,381.86,-409.4435,-177.3199,-0.35464,-30.0
226,0.381333,381.333,-414.0049,-176.2094,-0.352419,-30.0
227,0.380639,380.639,-418.5663,-175.0989,-0.350198,-30.0
228,0.364311,364.311,-423.1277,-173.9884,-0.347977,-30.0
229,0.395699,395.699,-427.6891,-172.8779,-0.345756,-30.0
230,0.381044,381.044,-432.2505,-171.7674,-0.343535,-30.0
231,0.396719,396.719,-436.812,-170.6569,-0.341314,-30.0
232,0.410996,410.996,-171.6047,-247.4588,-0.494918,-17.160467
233,0.427179,427.179,-168.5745,-248.42,-0.49684,-16.857451
234,0.428396,428.396,-167.7945,-248.6647,-0.497329,-16.779453
235,0.394513,394.513,-167.7371,-248.6807,-0.497361,-16.773713
236,0.394342,394.342,-167.9089,-248.6246,-0.497249,-16.79089
237,0.412454,412.454,-168.1534,-248.5457,-0.497091,-16.815337
238,0.355352,355.352,-168.4142,-248.4618,-0.496924,-16.841416
239,0.473826,473.826,-168.6689,-248.3799,-0.49676,-16.866888
