frame,dt,latency_ms,error_x,error_y,vel_forward,vel_yaw
49,1.093626,1093.626,-127.2394,-203.5131,-0.407026,-12.723939
50,1.056991,1056.991,-126.228,-203.6156,-0.407231,-12.622796
51,1.075052,1075.052,-125.2165,-203.7182,-0.407436,-12.521653
52,1.078795,1078.795,-124.2051,-203.8207,-0.407641,-12.420511
53,1.058386,1058.386,-123.1937,-203.9233,-0.407847,-12.319368
54,1.041598,1041.598,-122.1823,-204.0258,-0.408052,-12.218226
55,1.072994,1072.994,-121.1708,-204.1284,-0.408257,-12.117083
56,1.066146,1066.146,-120.1594,-204.2309,-0.408462,-12.01594
57,1.073697,1073.697,-119.148,-204.3335,-0.408667,-11.914798
58,1.063051,1063.051,-118.1366,-204.436,-0.408872,-11.813655
59,1.065886,1065.886,-117.1251,-204.5386,-0.409077,-11.712513
60,1.042044,1042.044,-116.1137,-204.6411,-0.409282,-11.61137
61,1.063648,1063.648,-115.1023,-204.7437,-0.409487,-11.510228
62,1.168183,1168.183,-114.0908,-204.8462,-0.409692,-11.409085
63,1.028578,1028.578,-113.0794,-204.9488,-0.409898,-11.307942
64,1.07321,1073.21,-112.068,-205.0513,-0.410103,-11.2068
65,1.104584,1104.584,-111.0566,-205.1539,-0.410308,-11.105657
66,1.108172,1108.172,-110.0451,-205.2564,-0.410513,-11.004515
67,1.045607,1045.607,-109.0337,-205.359,-0.410718,-10.903372
68,1.028349,1028.349,-108.0223,-205.4615,-0.410923,-10.80223
69,1.123564,1123.564,-107.0109,-205.5641,-0.411128,-10.701087
70,1.090606,1090.606,-90.8669,-232.3723,-0.464745,-9.086685
71,1.075492,1075.492,-89.1695,-233.6852,-0.46737,-8.916954
72,1.114886,1114.886,-77.1516,-225.0418,-0.450084,-7.71516
73,1.173378,1173.378,-74.5855,-225.5166,-0.451033,-7.45855
74,1.152238,1152.238,-72.0194,-225.9915,-0.451983,-7.201939
75,1.148077,1148.077,-69.4533,-226.4663,-0.452933,-6.945328
76,1.060042,1060.042,-66.8872,-226.9412,-0.453882,-6.688717
77,1.075762,1075.762,-64.3211,-227.416,-0.454832,-6.432107
78,1.08722,1087.22,-61.755,-227.8909,-0.455782,-6.175496
79,1.077135,1077.135,-59.1889,-228.3657,-0.456731,-5.918885
80,1.093899,1093.899,-56.6227,-228.8406,-0.457681,-5.662274
81,1.087854,1087.854,-54.0566,-229.3154,-0.458631,-5.405663
82,1.024197,1024.197,-51.4905,-229.7903,-0.459581,-5.149053
83,1.079369,1079.369,-48.9244,-230.2651,-0.46053,-4.892442
84,1.093204,1093.204,-46.3583,-230.74,-0.46148,-4.635831
