frame,dt,latency_ms,error_x,error_y,vel_forward,vel_yaw
66,0.803721,803.721,730.2281,-157.531,-0.315062,30.0
67,0.794068,794.068,724.0314,-167.895,-0.33579,30.0
68,0.790852,790.852,717.8346,-178.2589,-0.356518,30.0
69,0.787725,787.725,711.6379,-188.6229,-0.377246,30.0
70,0.790991,790.991,705.4411,-198.9869,-0.397974,30.0
71,0.82265,822.65,699.2444,-209.3508,-0.418702,30.0
72,0.837038,837.038,693.0476,-219.7148,-0.43943,30.0
73,0.799711,799.711,686.8509,-230.0788,-0.460158,30.0
74,0.77229,772.29,680.6541,-240.4427,-0.480885,30.0
75,0.898766,898.766,674.4573,-250.8067,-0.501613,30.0
76,0.807815,807.815,668.2606,-261.1707,-0.522341,30.0
77,0.808255,808.255,662.0638,-271.5346,-0.543069,30.0
78,0.79059,790.59,655.8671,-281.8986,-0.563797,30.0
79,0.770308,770.308,649.6703,-292.2626,-0.584525,30.0
80,0.727848,727.848,643.4736,-302.6265,-0.605253,30.0
81,0.759812,759.812,637.2768,-312.9905,-0.625981,30.0
82,0.726194,726.194,631.0801,-323.3545,-0.646709,30.0
83,0.684782,684.782,624.8833,-333.7184,-0.667437,30.0
84,0.768154,768.154,618.6866,-344.0824,-0.688165,30.0
85,0.786728,786.728,612.4898,-354.4464,-0.708893,30.0
86,0.747275,747.275,606.2931,-364.8103,-0.729621,30.0
87,0.772637,772.637,600.0963,-375.1743,-0.750349,30.0
88,0.773822,773.822,593.8996,-385.5383,-0.771077,30.0
89,0.774855,774.855,587.7028,-395.9022,-0.791804,30.0
90,0.835914,835.914,280.5764,-35.7736,-0.071547,28.057637
91,0.771622,771.622,286.0374,-33.4395,-0.066879,28.603743
92,0.819814,819.814,291.4985,-31.1055,-0.062211,29.149849
93,0.819215,819.215,296.9596,-28.7714,-0.057543,29.695955
94,0.760943,760.943,302.4206,-26.4374,-0.052875,30.0
95,0.741244,741.244,307.8817,-24.1033,-0.048207,30.0
96,0.725498,725.498,313.3427,-21.7693,-0.043539,30.0
97,0.77505,775.05,318.8038,-19.4352,-0.03887,30.0
98,0.773989,773.989,324.2649,-17.1012,-0.034202,30.0
99,0.778377,778.377,329.7259,-14.7671,0.0,30.0
100,0.777895,777.895,335.187,-12.4331,0.0,30.0
101,0.768442,768.442,418.9023,132.1899,0.26438,30.0
102,0.898009,898.009,419.8254,137.3485,0.274697,30.0
103,0.776558,776.558,420.7485,142.5071,0.285014,30.0
104,0.74487,744.87,421.6717,147.6657,0.295331,30.0
105,0.782923,782.923,368.5526,-98.7776,-0.197555,30.0
106,0.866569,866.569,367.3797,-104.4306,-0.208861,30.0
107,0.758585,758.585,367.7077,-106.3243,-0.212649,30.0
108,0.783398,783.398,368.1329,-106.4717,-0.212943,30.0
109,0.887395,887.395,368.3207,-105.4243,-0.210849,30.0
110,0.810815,810.815,369.1274,-102.9003,-0.205801,30.0
111,0.807989,807.989,370.3392,-99.2733,-0.198547,30.0
112,0.790839,790.839,371.1457,-99.5088,-0.199018,30.0
113,0.788396,788.396,371.167,-99.0233,-0.198047,30.0
114,0.795528,795.528,371.3517,-100.3977,-0.200795,30.0
115,0.788066,788.066,371.0706,-100.3446,-0.200689,30.0
116,0.803789,803.789,368.2653,-94.4573,-0.188915,30.0
117,0.794884,794.884,366.6087,-92.953,-0.185906,30.0
118,0.850045,850.045,365.4005,-92.6553,-0.185311,30.0
119,0.759171,759.171,365.7843,-93.0901,-0.18618,30.0
120,0.75892,758.92,365.2898,-91.821,-0.183642,30.0
121,0.809391,809.391,345.0466,-89.8831,-0.179766,30.0
122,0.818582,818.582,338.5655,-89.6383,-0.179277,30.0
123,0.884908,884.908,336.2424,-89.7702,-0.17954,30.0
124,0.920132,920.132,335.5878,-89.2454,-0.178491,30.0
125,0.769969,769.969,335.0854,-88.885,-0.17777,30.0
