frame,dt,latency_ms,error_x,error_y,vel_forward,vel_yaw
33,0.441226,441.226,-264.2044,-245.6871,-0.491374,-26.420443
34,0.418776,418.776,-260.3188,-246.2171,-0.492434,-26.031881
35,0.405507,405.507,-256.4332,-246.747,-0.493494,-25.643319
36,0.428131,428.131,-252.5476,-247.277,-0.494554,-25.254757
37,0.420364,420.364,-248.662,-247.8069,-0.495614,-24.866195
38,0.414705,414.705,-244.7763,-248.3369,-0.496674,-24.477633
39,0.426742,426.742,-240.8907,-248.8669,-0.497734,-24.089071
40,0.411041,411.041,-237.0051,-249.3968,-0.498794,-23.700509
41,0.457262,457.262,-275.9357,-256.0499,-0.5121,-27.593571
42,0.425632,425.632,-263.3777,-259.7927,-0.519585,-26.337773
43,0.447119,447.119,-320.3106,-241.9648,-0.48393,-30.0
44,0.427283,427.283,-314.9575,-242.9691,-0.485938,-30.0
45,0.441145,441.145,-308.6573,-244.7169,-0.489434,-30.0
46,0.426042,426.042,-302.3571,-246.4646,-0.492929,-30.0
47,0.396105,396.105,-296.057,-248.2123,-0.496425,-29.605697
48,0.41161,411.61,-289.7568,-249.9601,-0.49992,-28.975679
49,0.412454,412.454,-346.4791,-230.8833,-0.461767,-30.0
50,0.411705,411.705,-325.2649,-228.5633,-0.457127,-30.0
51,0.411123,411.123,-333.8522,-228.0495,-0.456099,-30.0
52,0.396804,396.804,-354.9738,-235.1309,-0.470262,-30.0
53,0.411054,411.054,-369.5914,-245.0074,-0.490015,-30.0
54,0.411765,411.765,-381.3664,-245.6015,-0.491203,-30.0
55,0.380355,380.355,-389.4954,-245.3029,-0.490606,-30.0
56,0.396992,396.992,-389.7202,-245.6421,-0.491284,-30.0
57,0.412728,412.728,-389.533,-244.9437,-0.489887,-30.0
58,0.395821,395.821,-388.0767,-242.5922,-0.485184,-30.0
59,0.413955,413.955,-389.2235,-240.2517,-0.480503,-30.0
60,0.411023,411.023,-389.3433,-239.5135,-0.479027,-30.0
61,0.412855,412.855,-389.3252,-239.1178,-0.478236,-30.0
62,0.409275,409.275,-389.1785,-238.4602,-0.47692,-30.0
63,0.412723,412.723,-388.9247,-238.2838,-0.476568,-30.0
64,0.444438,444.438,-389.1405,-237.7947,-0.475589,-30.0
65,0.427484,427.484,-406.4831,-234.5189,-0.469038,-30.0
66,0.428483,428.483,-439.8728,-224.1957,-0.448391,-30.0
67,0.412243,412.243,-462.7248,-215.7845,-0.431569,-30.0
68,0.393768,393.768,-471.0257,-211.8446,-0.423689,-30.0
69,0.44413,444.13,-473.5519,-210.8594,-0.421719,-30.0
70,0.426079,426.079,-473.8626,-210.7606,-0.421521,-30.0
71,0.39474,394.74,-467.8511,-212.4007,-0.424801,-30.0
72,0.428333,428.333,-447.7125,-220.531,-0.441062,-30.0
73,0.426669,426.669,-409.279,-231.5047,-0.463009,-30.0
74,0.412487,412.487,-364.4342,-240.5406,-0.481081,-30.0
75,0.458076,458.076,-314.549,-247.5004,-0.495001,-30.0
76,0.412467,412.467,-280.0683,-248.891,-0.497782,-28.006831
77,0.397891,397.891,-259.5179,-248.9097,-0.497819,-25.951786
78,0.394583,394.583,-244.8079,-247.4537,-0.494907,-24.480786
79,0.397791,397.791,-237.861,-246.6557,-0.493311,-23.786096
80,0.411865,411.865,-239.2123,-247.1366,-0.494273,-23.921234
81,0.397382,397.382,-247.6001,-246.1239,-0.492248,-24.760012
82,0.41266,412.66,-261.959,-231.1068,-0.462214,-26.195904
83,0.380144,380.144,-269.0376,-208.8939,-0.417788,-26.903763
84,0.425123,425.123,-278.3433,-199.1484,-0.398297,-27.834325
85,0.396358,396.358,-283.4907,-195.0446,-0.390089,-28.349073
86,0.411663,411.663,-285.1495,-193.9498,-0.3879,-28.514952
87,0.427677,427.677,-289.3073,-193.4489,-0.386898,-28.930733
88,0.426285,426.285,-297.2063,-192.6581,-0.385316,-29.720628
89,0.409483,409.483,-306.8438,-190.9279,-0.381856,-30.0
90,0.427105,427.105,-315.7414,-189.5728,-0.379146,-30.0
91,0.410109,410.109,-314.6379,-190.4655,-0.380931,-30.0
92,0.412892,412.892,-300.8412,-193.9591,-0.387918,-30.0
93,0.427284,427.284,-279.0919,-196.171,-0.392342,-27.909192
94,0.411138,411.138,-259.3985,-197.7493,-0.395499,-25.939847
95,0.410785,410.785,-248.3353,-198.1202,-0.39624,-24.833533
96,0.42824,428.24,-257.9669,-208.1286,-0.416257,-25.796687
97,0.442088,442.088,-254.2581,-208.7706,-0.417541,-25.42581
98,0.428498,428.498,-250.5493,-209.4126,-0.418825,-25.054933
99,0.428154,428.154,-246.8406,-210.0546,-0.420109,-24.684055
100,0.411232,411.232,-243.1318,-210.6966,-0.421393,-24.313178
101,0.428261,428.261,-239.423,-211.3386,-0.422677,-23.9423
102,0.427183,427.183,-235.7142,-211.9805,-0.423961,-23.571423
103,0.412784,412.784,-232.0055,-212.6225,-0.425245,-23.200545
104,0.426365,426.365,-228.2967,-213.2645,-0.426529,-22.829668
105,0.457675,457.675,-377.967,-245.0848,-0.49017,-30.0
106,0.48736,487.36,-364.3328,-232.1271,-0.464254,-30.0
107,0.443127,443.127,-351.4886,-219.4284,-0.438857,-30.0
108,0.411842,411.842,-339.3907,-212.2555,-0.424511,-30.0
109,0.428103,428.103,-335.0264,-210.4246,-0.420849,-30.0
110,0.442247,442.247,-335.5477,-211.3301,-0.42266,-30.0
111,0.426227,426.227,-342.2102,-215.5978,-0.431196,-30.0
112,0.411016,411.016,-371.8146,-222.6262,-0.445252,-30.0
113,0.425607,425.607,-404.4515,-227.6733,-0.455347,-30.0
114,0.489591,489.591,-414.384,-231.4719,-0.462944,-30.0
115,0.586085,586.085,-414.6716,-234.3821,-0.468764,-30.0
116,0.521901,521.901,-413.8932,-235.2229,-0.470446,-30.0
117,0.490698,490.698,-414.6732,-234.7814,-0.469563,-30.0
118,0.50784,507.84,-414.7298,-234.4027,-0.468805,-30.0
119,0.54069,540.69,-414.3676,-234.1,-0.4682,-30.0
120,0.413961,413.961,-409.7739,-232.5047,-0.465009,-30.0
121,0.458217,458.217,-364.3392,-236.4241,-0.472848,-30.0
122,0.571268,571.268,-326.5249,-235.0334,-0.470067,-30.0
123,0.49885,498.85,-321.9908,-240.0934,-0.480187,-30.0
124,0.468784,468.784,-337.276,-243.0356,-0.486071,-30.0
125,0.459892,459.892,-351.4205,-243.4421,-0.486884,-30.0
126,0.446512,446.512,-359.2857,-241.0162,-0.482032,-30.0
